checklist_id,height,aet,pdsi,pet,soil,tmmn,tmmx,vpd,prop_forest,prop_decid,prop_conifer,prop_grass,prop_oak,slope,AVE,tpi,constant,chili,MU,understory_proportion,fhd_normal,time_observations_started,duration_minutes,species_observed,lon,lat
G1326583,8.398774459945777,1042.5454545454545,65.78787878787878,1416.5454545454545,390.8181818181818,161.27272727272728,274.8181818181818,99.45454545454545,0.4637870855148342,0.46335078534031415,4.363001745200698e-4,0.20986038394415357,0,3.2048934580089887,-1.597505063006301,-1.597505063006301,181.9513049595498,181.9513049595498,115.36177901383284,0.9696174965927259,2.0777220595460992,17.1666666666667,100,FALSE,-93.3356917,44.7058838
G1326924,25.09000015258789,956.6666666666666,146.6060606060606,1377.2121212121212,295.3333333333333,153.63636363636363,271.24242424242425,99.66666666666667,0.5458515283842795,0.5388646288209606,0.003930131004366812,0.01572052401746725,0,3.064754894573455,-0.6496664325842695,-0.6496664325842695,186.03897814063728,186.03897814063728,192.89703324912253,0.801915995941043,2.3182903170848137,9.75,150,TRUE,-84.054594,42.3912939
G1327223,NA,NA,NA,NA,NA,NA,NA,NA,0.8909090909090909,0.8863636363636364,0,0,0.5220402143895626,24.864614936093023,15.569627094217266,15.569627094217266,186.22338317420284,186.22338317420284,267.1416931152344,1,2.6579720973968506,11.5,10,TRUE,-82.4851692,35.6530421
G1327787,24.264102393162396,NA,NA,NA,NA,NA,NA,NA,0.90625,0.90625,0,0,0,4.775243432627425,-0.238710706877294,-0.238710706877294,177.98147260820954,177.98147260820954,205.43126742045087,0.5166574457330602,3.312953472137451,12.45,93,TRUE,-89.7467995,43.4011812
G1329048,NA,NA,NA,NA,NA,NA,NA,NA,0.8681818181818182,0.8681818181818182,0,0,0,8.045379812527916,-0.2089395267309377,-0.2089395267309377,186.35326086956516,186.35326086956516,223.39202998234674,1,2.250638008117676,10.4166666666667,6,TRUE,-89.370117,37.652683
G1329073,24.229999542236328,1188.2121212121212,131.15151515151516,1592.5757575757575,760.5151515151515,194.21212121212122,314.8787878787879,129.63636363636363,0.49099099099099097,0.2072072072072072,0.02702702702702703,0,0,4.2285649244083805,-9.187795896896368,-9.187795896896368,197.12252410166522,197.12252410166522,237.0573272705078,0.6037478499850648,3.2498103936852165,7.16666666666667,53,TRUE,-89.3423411,37.6376366
G1329887,28.60789813454128,1039.1515151515152,22.636363636363637,1499.060606060606,508.8787878787879,193.54545454545453,301.8181818181818,130.78787878787878,0.25557986870897154,0.25032822757111595,0,0.001312910284463895,0,2.3400552103034555,-3.5061441792800334,-3.5061441792800334,199.43798851553194,199.43798851553194,211.57074124314065,0.8026645801950744,2.5945076716361775,8.75,150,FALSE,-77.0957851,38.7576976
G1331790,25.260000228881836,1120.3939393939395,105.93939393939394,1376.2727272727273,769.5454545454545,165.6060606060606,287.3636363636364,100.63636363636364,0.7421052631578947,0.6736842105263158,0.0017543859649122807,0.07719298245614035,0.2620138266859086,12.707525783003891,-12.976327575175938,-12.976327575175938,175.08677844617955,175.08677844617955,303.5779195149739,0.6755983886756023,2.982289295930129,6.75,75,TRUE,-83.2001495,38.7377495
G1332641,28.129999,NA,NA,NA,NA,NA,NA,NA,0.5565610859728507,0.06787330316742081,0.3755656108597285,0.04072398190045249,0,2.2833428168082897,-2.880035492457852,-2.880035492457852,202.79177013125224,202.79177013125224,119.35889434814453,NA,NA,13.5,25,FALSE,-77.4005485,36.7810079
G1333035,28.352539602094243,1163.5353535353534,202.2840166369578,1456.1782531194297,620.5840760546643,171.1919191919192,289.4901960784313,102.55258467023171,0.7729477973995731,0.7517950708325247,0.004657481078983117,0.10013584319813701,0,3.880181420383402,-0.25767508580008586,-0.25767508580008586,193.69570404928035,193.69570404928035,177.1921778209425,0.7564583780803059,2.5889664057825437,7.41666666666667,120,TRUE,-86.7820333,39.7625161
G1334780,NA,1185.1515151515152,0.7272727272727273,1620.5151515151515,1043.8484848484848,190.1818181818182,308.09090909090907,123.18181818181819,0.8977777777777778,0.8977777777777778,0,0.017777777777777778,0,14.233068183279473,-23.96420863309352,-23.96420863309352,189.90250044972117,189.90250044972117,NA,0.5579592209545876,3.3135740756988525,6,120,TRUE,-93.81084,35.74222
G1335181,NA,1057.8181818181818,97.57575757575758,1342.909090909091,608.8484848484849,157.21212121212122,278.24242424242425,103.93939393939394,0.9193742478941035,0.9133574007220217,0,0,0.46707626550865194,19.498672550126848,62.80624973209309,62.80624973209309,182.94203644158637,182.94203644158637,NA,0.5604155859999858,3.3116525411605835,17.9833333333333,14,TRUE,-77.5960279,40.3195222
G1336489,NA,NA,NA,NA,NA,NA,NA,NA,0.425531914893617,0.425531914893617,0,0.24113475177304963,0,3.1821541145649017,-23.037730939370288,-23.037730939370288,191.2594903796152,191.2594903796152,194.70498657226563,NA,NA,10,20,TRUE,-74.10148,41.83917
G1337072,30.786718536649516,1105.3333333333333,197.3030303030303,1243.6666666666667,525.6969696969697,132.27272727272728,254.36363636363637,78.54545454545455,0.9154804270462633,0.5240213523131673,0.030249110320284697,0.009786476868327402,0.29526385447355086,14.777609159642772,-20.221342187833187,-20.221342187833187,179.67798623378212,179.67798623378212,138.54487867613096,0.7168173368096495,2.770242160992708,14.7333333333333,143,TRUE,-75.7072826,41.9439019
G1337234,NA,1046.0242424242424,21.612121212121213,1242.6424242424243,648.3878787878788,125.56363636363636,248.77575757575758,71.76363636363637,0.423728813559322,0.39161462979482603,0,0,0,2.1117432996706085,-0.8512724658519046,-0.8512724658519046,179.4417922466352,179.4417922466352,108.11284548737282,0.8659994563464191,2.2791467499098435,16.5,45,FALSE,-90.4070859,45.2048327
G1337835,NA,1088.3939393939395,155.27272727272728,1423.8484848484848,456.3636363636364,169.42424242424244,275.8181818181818,96.39393939393939,0.9020979020979021,0.7762237762237763,0,0.0979020979020979,0,6.298577597794944,18.569045174537983,18.569045174537983,186.0177423502186,186.0177423502186,139.29804484049478,0.9033783606157846,3.028985589176077,9.33333333333333,10,FALSE,-90.6301689,42.4567109
G1338659,13.920956811867654,1083.073232323232,109.81818181818183,1410.3358585858587,544.2121212121212,166.35353535353536,271.34343434343435,94.93181818181817,0.3932780445220428,0.349628982976866,0.027935399388913137,0.02182453077258839,0,2.834147548753845,-1.0701461439569695,-1.0701461439569695,189.52585773811273,189.52585773811273,124.38538242725842,0.8007664573415183,2.404476869179927,10.7333333333333,5,TRUE,-86.6639918,41.7770083
G1343515,24.264102393162396,NA,NA,NA,NA,NA,NA,NA,0.90625,0.90625,0,0,0,4.775243432627425,-0.238710706877294,-0.238710706877294,177.98147260820954,177.98147260820954,205.43126742045087,0.5166574457330602,3.312953472137451,14.5333333333333,81,TRUE,-89.7467995,43.4011812
G1343618,26.32932698648932,1059.5324675324675,158.96825396825398,1235.105339105339,716.5642135642136,125.62481962481964,249.21933621933618,73.63636363636364,0.40477629987908104,0.3766626360338573,0,0.05894800483675937,0.09553831123016766,9.195951699758869,-28.406321995191096,-28.406321995191096,165.3765655021175,165.3765655021175,248.78344167789945,0.9387141907903066,2.274593060694458,8.08333333333333,118,FALSE,-77.5101435,42.7088905
G1345386,NA,1111.909090909091,212.3939393939394,1461.6060606060605,490.6969696969697,173.27272727272728,288.1212121212121,105,0.36199095022624433,0.3257918552036199,0.03619909502262444,0,0,4.722785736088523,3.3305027173913047,3.3305027173913047,193.8064516129033,193.8064516129033,200.5850830078125,0.37636759670313663,3.357599973678589,15.6666666666667,90,FALSE,-86.2969584,39.8734638
G1348067,NA,1015.5757575757576,97.48484848484848,1393.6666666666667,347.3939393939394,172.9090909090909,291.90909090909093,122.12121212121212,0.14731369150779897,0.09012131715771231,0,0.03466204506065858,0.05279445746238465,3.64981687893094,-4.4047976011994,-4.4047976011994,189.51298701298697,189.51298701298697,35.893802642822266,1,1.287943959236145,12.6666666666667,1,FALSE,-76.9139314,40.2721182
G1349703,NA,1082.6363636363637,201.33333333333334,1318.909090909091,572.7272727272727,153.6969696969697,265.54545454545456,89.51515151515152,0,0,0,0,0,2.112296575932029,-1.742921492921493,-1.742921492921493,187.48947791164665,187.48947791164665,35.22030809190538,NA,NA,18.25,17,TRUE,-76.7637599,42.9946205
G1350036,4.757419270853842,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.21739130434782608,0,2.316991723092353,-0.5576923076923077,-0.5576923076923077,186.46360153256705,186.46360153256705,112.2209243774414,NA,NA,12.0666666666667,14,FALSE,-84.354194,42.818999
G1350347,NA,945.2929292929294,194.4949494949495,1126.2171717171718,275.3282828282828,109.979797979798,217.09090909090907,60.338383838383834,0,0,0,0,0,2.2420370215145775,-3.216290665643851,-3.216290665643851,170.97901195830283,170.97901195830283,14.937232444160863,1,1.6619889964555439,10.8333333333333,65,FALSE,-69.4956665,47.9405314
G1351485,NA,1057.121212121212,150.33333333333334,1387.3333333333333,319.6969696969697,154.87878787878788,279.6666666666667,98.12121212121212,0.17592592592592593,0.17592592592592593,0,0.027777777777777776,0,3.698640160226936,-5.507625272331155,-5.507625272331155,182.80046948356815,182.80046948356815,68.97010666983468,1,2.3043630123138428,17.7333333333333,35,FALSE,-81.9808066,40.6903032
G1352646,NA,1116.8484848484848,183.6969696969697,1432.5454545454545,689.1515151515151,167,280.3636363636364,105.9090909090909,1,1,0,0,0,15.929337857463313,7.827837666455295,7.827837666455295,206.55458860759492,206.55458860759492,NA,NA,NA,10.6833333333333,24,FALSE,-91.2087536,43.821957
G1355389,NA,1122.6969696969697,222.27272727272728,1245.8484848484848,548.969696969697,131.8181818181818,251.24242424242425,80.15151515151516,0.09223300970873786,0.03398058252427184,0.03398058252427184,0.1262135922330097,0,2.8949645517425466,-10.310081554745793,-10.310081554745793,187.77845246356696,187.77845246356696,NA,0.4518868288234605,3.3155800186761533,16.5,70,FALSE,-75.0344884,42.9235705
G1358806,1.940000057220459,1024.9821746880568,99.95008912655972,1468.2263814616756,272.7361853832442,168.50623885918003,285.4919786096257,107.89304812834224,0.23170731707317074,0.21777003484320556,0,0.6236933797909407,0,1.6141813555705682,-0.8669574861367838,-0.8669574861367838,190.17816159943214,190.17816159943214,10.299384445035491,1,1.4303638184479204,10,93,FALSE,-88.1754,41.7392
G1359784,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.03139013452914798,0,1.6144217325386918,0.13441464589690055,0.13441464589690055,184.54929351316633,184.54929351316633,87.18379211425781,1,2.8353850841522217,7.75,25,TRUE,-78.498933,43.083423
G1360582,2.3243623126526267,996.2121212121212,115.87878787878788,1340.4545454545455,415.6969696969697,147.0909090909091,262.969696969697,86.81818181818181,0,0,0,8.707009142359599e-4,0,1.1426114414982542,-0.43850070199821306,-0.43850070199821306,182.401764438897,182.401764438897,41.438875177404384,0.9668777492546354,1.6414419013852877,9.25,25,FALSE,-88.623522500000007,44.2410025
G1365249,NA,1086.969696969697,64.39393939393939,1310.4545454545455,452.6666666666667,144.54545454545453,272.030303030303,91.39393939393939,0.4982456140350877,0.39824561403508774,0,0.04035087719298246,0.08393062413425038,8.684812516550346,-32.819264956187354,-32.819264956187354,185.8698776951204,185.8698776951204,137.5710393190384,0.8052846291367605,2.632348853505831,12.6666666666667,95,TRUE,-79.3847609,39.6871763
G1366874,22.418086075431113,1082.6060606060605,200.96969696969697,1317.5454545454545,604.030303030303,153.12121212121212,265.27272727272725,89.18181818181819,0.09317426759287224,0.0881908788885533,0,0.05421322863183328,0,2.4329085208175227,-0.40338424707674686,-0.40338424707674686,185.42397906691474,185.42397906691474,96.33578269117345,0.8058637920121773,1.8674092766585693,11.3333333333333,130,TRUE,-76.81182,43.03019
G1366876,11.800000190734863,1083.5793226381463,201.29887106357697,1317.3327391562689,595.0392156862746,153.34343434343435,265.1289364230541,89.25074272133098,0.009352150994728787,0.009352150994728787,0,0.0018704301989457576,0,1.7806391622613988,-1.1671689020333536,-1.1671689020333536,186.1439888190077,186.1439888190077,73.5284376125963,0.7799455982301594,2.1111901836622406,13.5833333333333,75,TRUE,-76.78962,43.01362
G1370468,4.288395379413623,1020.3939393939394,192.63636363636363,1349.7272727272727,441.6060606060606,149.45454545454547,265.8181818181818,85.66666666666667,0.28891752577319585,0.20077319587628867,0.01211340206185567,0.4896907216494845,0,2.7581127402717533,-6.884194503171246,-6.884194503171246,189.09824184559693,189.09824184559693,38.14543211305296,0.9759499678672908,1.6408021498824017,8.46666666666667,131,FALSE,-89.7393429,43.3777601
G1373295,23.530001,1071.030303030303,173.57575757575756,1388.060606060606,530.7272727272727,155.15151515151516,272.6363636363636,95.51515151515152,0.5346187554776511,0.4864154250657318,0.007011393514460999,0.15819456617002628,0,5.106395376578306,-12.885713007026393,-12.885713007026393,185.89823655785642,185.89823655785642,147.01881841885842,0.9215459355135533,2.339555046765069,7.41666666666667,154,TRUE,-81.5825629,41.1842256
G1373588,NA,NA,NA,NA,NA,NA,NA,NA,0.06756756756756757,0.03153153153153153,0.013513513513513514,0.17567567567567569,0,2.2715156622262445,-3.5934189406099524,-3.5934189406099524,183.7914593032589,183.7914593032589,63.047088623046875,NA,NA,12,20,TRUE,-76.61955,43.04304
G1405313,NA,1090.5151515151515,128.42424242424244,1299.5151515151515,552.9090909090909,139.66666666666666,273.1515151515151,92.0909090909091,0.6825053995680346,0.5593952483801296,0,0.023758099352051837,0.1287371059235982,15.926355926788274,-46.50236894390952,-46.50236894390952,193.7880501222494,193.7880501222494,332.8345031738281,NA,NA,10.2,60,TRUE,-77.5908431,41.2690717
G1425563,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.0866387906490107,-3.8941920644048307,-3.8941920644048307,169.63083333333336,169.63083333333336,NA,NA,NA,12.5333333333333,47,FALSE,-65.467839,48.046362
G1747130,29.742466498040187,1045.033189033189,172.63780663780665,1347.997113997114,515.22077922077915,154.14285714285714,272.4574314574314,98.96103896103897,0.2327209098862642,0.07392825896762904,0.06649168853893263,0.007874015748031496,0,3.2748515228007027,0.8238953395201117,0.8238953395201117,184.48435542607427,184.48435542607427,91.21789044292032,0.8490650613938451,2.5926238520535736,9.5,60,FALSE,-71.160475,42.652134
G1767839,NA,1159.6060606060605,197.9090909090909,1411.3030303030303,912.969696969697,162.33333333333334,276.6060606060606,96.45454545454545,0.8914027149321267,0.5610859728506787,0.2850678733031674,0,0,16.38937364667792,38.83681672025725,38.83681672025725,125.63983255514414,125.63983255514414,NA,1,2.2694900035858154,13.75,1,TRUE,-91.1155561,42.9940206
G1815407,25.260000228881836,NA,NA,NA,NA,NA,NA,NA,0.7769784172661871,0.7769784172661871,0,0.10071942446043165,0.2816898001076506,10.036236655932957,-7.255993386607882,-7.255993386607882,212.53782440640526,212.53782440640526,306.5875549316406,NA,NA,5.96666666666667,92,TRUE,-83.202935,38.739817
G1816926,NA,1011.8181818181819,127.39393939393939,1401.6363636363637,388.8181818181818,151.03030303030303,274.24242424242425,101.33333333333333,0.491005291005291,0.45714285714285713,5.291005291005291e-4,0.091005291005291,0,2.8356918831856195,6.53651090562575,6.53651090562575,186.06613495200457,186.06613495200457,NA,1,1.0466291413095015,8.08333333333333,132,FALSE,-85.2038737,42.634383
G1819109,NA,1035.8701298701296,136.5930735930736,1371.7922077922078,419.3203463203464,154.28571428571428,267.1038961038961,90.93506493506493,0.159369527145359,0.0647985989492119,0.0017513134851138354,0,0,3.869494204299567,-7.818378378378373,-7.818378378378373,190.1808126953595,190.1808126953595,131.49390101028703,0.8453425610068199,1.8658315399113823,8.61666666666667,20,TRUE,-85.95206,42.56595
G1819250,NA,1165.4545454545455,-91.36363636363636,1548.6666666666667,272.030303030303,217.84848484848484,335.3939393939394,141.72727272727272,0.04932735426008968,0,0.04932735426008968,0,0,3.2661298146682736,-3.0151687523701174,-3.0151687523701174,216.0829064693607,216.0829064693607,56.88258361816406,1,1.4291743338108063,11.9333333333333,126,FALSE,-84.1824553,31.6042722
G1819297,29.96235553581511,1134.6666666666667,22.727272727272727,1539.3030303030303,427.1818181818182,182.66666666666666,297.72727272727275,127.21212121212122,0.5297748729121278,0.41382231905107725,0.0032679738562091504,0.2356572258533043,0,5.773667153724647,3.0055112037519542,3.0055112037519542,189.09495243415407,189.09495243415407,210.7608072546144,0.7870526236648485,2.40445409657962,9.18333333333333,166,TRUE,-76.1521454,39.6050864
G1819632,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.028985507246376812,0,1.0942604884502194,-3.7126536264497147,-3.7126536264497147,186.55499827049462,186.55499827049462,11.765527725219727,1,1.1139239730283108,7.88333333333333,6,TRUE,-76.7080184,43.0787739
G1820140,14.5600004196167,1206.5757575757575,21.818181818181817,1342.1818181818182,1020.3333333333334,160.36363636363637,276.24242424242425,85.63636363636364,0.888695652173913,0.8869565217391304,0,0.019130434782608695,0.32810124006441227,14.533345603609597,62.03124999999999,62.03124999999999,187.7965047001192,187.7965047001192,NA,0.9533481071922333,2.6947199320181823,11,100,TRUE,-84.2642049,36.2978432
G1820222,NA,1024.7272727272727,134.33333333333334,1360.5757575757575,419.5151515151515,154.1818181818182,264.4848484848485,88.24242424242425,0.2825112107623318,0.27802690582959644,0,0.13901345291479822,0,3.387022930357888,-6.711114711600777,-6.711114711600777,183.1290322580645,183.1290322580645,NA,NA,NA,7.36666666666667,18,TRUE,-86.0126495,42.5496659
G1820777,NA,NA,NA,NA,NA,NA,NA,NA,0.3891402714932127,0.3891402714932127,0,0,0,3.282785090288416,-0.9345006485084308,-0.9345006485084308,187.7457792207792,187.7457792207792,NA,0.9084976893468175,2.370526356940722,6.35,11,TRUE,-86.0309296,42.5355438
G1821964,2.2799999713897705,1049,204.96969696969697,1101.909090909091,455.030303030303,120.48484848484848,230.15151515151516,64.66666666666667,0,0,0,0,0,5.826267151196203,-9.333682272678047,-9.333682272678047,180.7498015156982,180.7498015156982,116.62299549474126,0.9794844187028203,1.7744814024632236,9.75,135,FALSE,-74.5685863,46.1814077
G1821985,21.520000457763672,1062.939393939394,145.12121212121212,1313.878787878788,574.1515151515151,152.36363636363637,262.93939393939394,87.6969696969697,0.025561580170410533,0.025561580170410533,0,0.010844306738962044,0,1.539767770680212,3.740300912091053,3.740300912091053,183.05211066372257,183.05211066372257,179.79313676716893,0.7604787251423387,2.811298479813274,10.2666666666667,13,TRUE,-76.7387295,43.0509523
G1822402,NA,937.7878787878788,142.66666666666666,1360.3030303030303,354.24242424242425,137.84848484848484,270.3030303030303,96.66666666666667,0.024390243902439025,0.024390243902439025,0,0.13240418118466898,0,1.6466410234679847,-0.24142025887661797,-0.24142025887661797,185.90265329138722,185.90265329138722,91.9609460598085,0.6682920407311437,2.1050128152195255,20.3166666666667,5,FALSE,-83.41733,43.248317
G1823832,13.740600332697756,1023.7542087542089,118.58698092031426,1390.9001122334455,428.2996632996633,150.11784511784512,272.24242424242425,98.08193041526376,0.3490765970330003,0.348168331819558,0,0.07508325764456554,0,3.0932989716589874,-0.748900234078618,-0.748900234078618,187.27053992978497,187.27053992978497,133.33489510672433,0.8540038592644037,2.1487573578727073,8.08333333333333,180,TRUE,-85.3018341,42.5354174
G1823920,3.7300000190734863,1060.8642424242423,111.92242424242424,1393.8775757575759,531.8593939393941,155.68363636363637,273.4836363636364,96.87151515151515,0.7119161938018332,0.7079877782627674,0,0.08598865124399825,0,5.700870293926586,-3.6344275253165508,-3.6344275253165508,187.53666830730677,187.53666830730677,162.46933117675783,0.7113964553704312,2.571631578955604,7.93333333333333,97,TRUE,-81.5672207,41.1935106
G1824210,2.4850000143051147,1086.5042424242422,38.05333333333333,1354.7430303030303,381.1066666666667,148.63151515151515,278.7430303030303,99.07151515151514,0.604458041958042,0.5437062937062938,0,0.02972027972027972,0.06666661308249817,7.368926887515781,-7.9899981897175945,-7.9899981897175945,191.80937509429404,191.80937509429404,127.9415441714121,0.8799151919076845,2.0916714792739532,8.66666666666667,115,TRUE,-79.368335,40.4658539
G1824718,NA,NA,NA,NA,NA,NA,NA,NA,0.2112676056338028,0.2112676056338028,0,0.18309859154929578,0.08078048745511283,5.99563180294963,-16.18955971526496,-16.18955971526496,190.27387862796834,190.27387862796834,126.01228332519531,0.8367116110196126,2.074980791064276,13,22,TRUE,-74.5505812,41.0518903
G1825850,27.68965597318008,1163.4242424242425,223.9090909090909,1471.121212121212,878.6363636363636,176.24242424242425,292.06060606060606,103,0.9532546963739624,0.8108344255133246,0.022280471821756225,0,0,4.964085616985568,1.2374822716902016,1.2374822716902016,193.27357923455156,193.27357923455156,214.0171521173007,0.6326466735470213,3.05552040520217,14.5,60,TRUE,-86.2850547,39.0322316
G1826630,23.399999618530273,1064.0858585858587,-9.075757575757576,1342.6540404040406,827.260101010101,162.4040404040404,278.53030303030306,102.34848484848484,0.9590643274853801,0.8880534670008354,0,8.35421888053467e-4,0.43354564625980574,13.693786816600598,31.17661271312956,31.17661271312956,192.85246803244877,192.85246803244877,183.23484802246094,0.7233886889982611,2.9165006725829445,11.55,154,TRUE,-78.2033443,38.8738283
G1826631,13.619999885559082,1073.2424242424242,-19.848484848484848,1295.121212121212,961.060606060606,155.54545454545453,262.7878787878788,89.24242424242425,0.9645359019264448,0.957092819614711,0,4.3782837127845885e-4,0.5675153630098977,13.909820487096336,34.550371402042714,34.550371402042714,177.51938848141614,177.51938848141614,204.5846340145883,0.866933868471435,2.6705835375147955,15.3333333333333,63,TRUE,-78.18844,38.7899855
G1827753,NA,1025.939393939394,134.66666666666666,1371.909090909091,426.7878787878788,155.3030303030303,265.54545454545456,90.54545454545455,0.008968609865470852,0,0,0,0,2.6805819078224706,-2.7508090614886727,-2.7508090614886727,183.4901294498382,183.4901294498382,107.77764892578125,0.9639026203369483,2.9316139221191406,12.3333333333333,22,TRUE,-86.0527534,42.6177892
G1827755,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4.931731849328408,-2.142307692307692,-2.142307692307692,188.1923076923077,188.1923076923077,71.55181884765625,NA,NA,11.5666666666667,23,TRUE,-85.9827805,42.5939117
G1827889,NA,NA,NA,NA,NA,NA,NA,NA,0.8709677419354839,0.847926267281106,0,0,0,5.8184849638716605,0.7257478817222888,0.7257478817222888,193.14540418902547,193.14540418902547,NA,0.8027829923297568,3.106806993484497,18.5,60,TRUE,-86.743927,38.578232
G1828567,2.0199999809265137,1004.7575757575758,169.3939393939394,1423.8181818181818,504.1818181818182,148.27272727272728,267.5151515151515,94.24242424242425,0,0,0,0,0,0,0,0,177.58546228710463,177.58546228710463,NA,1,1.0884063099519548,15,33,FALSE,-95.12,45.8931
G1829658,11.988877385893531,1106.2893450635386,52.853372434017594,1387.3607038123164,346.6842619745846,164.1407624633431,284.77810361681327,113.54545454545455,0.8251231527093597,0.8100985221674877,0.0022167487684729066,0.014039408866995074,0,7.164010362668835,9.566992978493987,9.566992978493987,194.17293079881483,194.17293079881483,158.82305908203125,0.7315179387570954,2.7024671374378846,12.9,44,TRUE,-76.397059,40.2455002
G1832764,8.974294788310656,961.6639529624604,142.01763907734056,1404.6449570330167,250.61058344640432,157.18091361374942,274.119855269109,103.5359565807327,0.1266027804022135,0.10905655284113916,0.0018895937373464705,0.07733837224996626,0,1.927927865220721,-0.3502391661948725,-0.3502391661948725,187.5357496322055,187.5357496322055,48.91597792036109,0.9519967375025497,2.0427009287701594,6.5,90,FALSE,-83.5288918,42.3240001
